"","Day","Year","Opponent","GameNumber","Wake_Result","Wake_Rushes","Wake_Rush_Yds","Wake_Rush_TD","Wake_Rush_Lg","Wake_Receptions","Wake_Receptions_Yds","Wake_Receptions_TD","Wake_Receptions_Lg","Wake_Pass_Cmp","Wake_Pass_Att","Wake_Pass_Int","Wake_Pass_Yds","Wake_Pass_TD","Wake_Pass_Lg","Wake_KOR","Wake_KOR_Yds","Wake_KOR_TD","Wake_KOR_Lg","Wake_PR","Wake_PR_Yds","Wake_PR_TD","Wake_PR_LG","Wake_Total_Offense","Wake_Total_Of_Plays","Wake_1st_Downs","Wake_1DRsh","Wake_1DPs","Wake_1DPen","Wake_Solo","Wake_Ast","Wake_Total_Tackles","Wake_TFL","Wake_TFL_Yds","Wake_Sacks","Wake_Sacks_Yds","Wake_FF","Wake_FR","Wake_Fumble_Yds","Wake_Int","Wake_Int_Yds","Wake_QBH","Wake_Brk","Wake_Blk_Kick","Wake_PAT_M","Wake_PAT_Att","Wake_Run","Wake_Rcv","Wake_safety","Wake_Pts","Wake_Punts","Wake_Punts_Yds","Wake_Punts_Avg","Wake_Punts_Lg","Wake_Blkd","Wake_TB","Wake_FB","Wake_50+","Wake_I20","Wake1_FGA","Wake1_FGM","Wake1_Lg","Wake1_Blkd","Wake_Ko","Wake_Ko_Yds","Wake_Ko_Avg","Wake1_TB","Wake_OB","Wake_2gm_TO","Wake_Rush_2gms","Wake_Rush_3gms","Opp_Rushes","Opp_Rushes_Yds","Opp_Rushes_TD","Opp_Rushes_Lg","Opp_Receptions","Opp_Receptions_Yds","Opp_Receptions_TD","Opp_Receptions_Lg","Opp_Pass_Cmp","Opp_Pass_Att","Opp_Pass_Int","Opp_Pass_Yds","Opp_Pass_TD","Opp_Pass_Lg","Opp_KOR","Opp_KOR_Yds","Opp_KOR_TD","Opp_KOR_LG","Opp","Opp.1","Opp_PR_TD","Opp_PR_LG","Opp_Total_Offense","Opp_1st_Downs","Opp_1D-Ru","Opp_1D-Pa","Opp_1D-Pn","Opp_Solo","Opp_Ast","Opp_Total_Tackles","Opp_TFL","Opp_TFL_Yds","Opp_Sacks","Opp_Sacks_Yds","Opp_FF","Opp_FR","Opp_Fumble_Yds","Opp_Int","Opp_Int_Yds","Opp_QBH","Opp_Brk","Opp_Blk_Kick","Opp_PAT_Att","Opp_PAT_M","Opp_Run","Opp_Rcv","Opp_Safety","Opp_Pts","Opp_Punts","Opp_Punts_Yds","Opp_Punts_Avg","Opp_Punts_Lg","Opp_Blkd","Opp_TB","Opp_FC","Opp_50+","Opp_I20","Opp1_FGA","Opp1_FGM","Opp1_Lg","Opp1_Blk","Opp_Ko","Opp_Yds_10","Opp1_Avg","Opp1_TB","Opp_OB","Opp_YPC","Opp_YPA","Opp_Tot_Off_Plays","Opp_YPP","alltimefb_W/L","alltimefb_Score","alltimefb_WFU","alltimefb_Opp","alltimefb_Margin","alltimefb_Calc","alltimefb_ATT","alltimefb_Opp Conf","alltimefb_H A","alltimefb_ACC Rec after for WF","alltimefb_Opp Rec before gm","alltimefb_WF Rank","alltimefb_WF AP","alltimefb_WF Coach","alltimefb_WF CFP","alltimefb_Opp Rank","alltimefb_Opp AP","alltimefb_Opp Coaches Poll","alltimefb_Opp CFP","alltimefb_Notes","alltimefb_WF Record (after)","alltimefb_Coach Rec","alltimefb_Coach","alltimefb_Opp Coach","alltimefb_Pts Combo","alltimefb_OT","alltimefb_Season Win #","alltimefb_Season #","alltimefb_Gm #","alltimefb_Surface","alltimefb_State","alltimefb_Jersey","alltimefb_Pants","alltimefb_Helmet","alltimefb_Game Time","alltimefb_Night","alltimefb_PDF","alltimefb_<17","alltimefb_Temp","alltimefb_Weather","alltimefb_TV","alltimefb_PxP","alltimefb_Analyst","alltimefb_Sideline","alltimefb_Analyst__1","alltimefb_Level","alltimefb_Division","alltimefb_Toss","alltimefb_Choice","alltimefb_Bye","alltimefb_Gm #__1","alltimefb_Check","alltimefb_ACC Opener","alltimefb_ACC Hm Opener","alltimefb_Homecoming","alltimefb_Big 4","alltimefb_0-1L-Nov","alltimefb_Final Play","alltimefb_NFL Stadium","alltimefb_ATW","alltimefb_ATL","alltimefb_ATT__1","alltimefb_AT Pct","alltimefb_Bowl","alltimefb_Discrepancies","alltimefb_Nickname","alltimefb_LINK","alltimefb_Coastal-Atlantic","alltimefb_Starting QB","alltimefb_WF Poss","alltimefb_TD","alltimefb_FG","alltimefb_Punt","alltimefb_L/TO","alltimefb_MFG","alltimefb_Dns","alltimefb_Time","alltimefb_TOT","alltimefb_Opp Dr","alltimefb_TD__1","alltimefb_FG__1","alltimefb_Punt__1","alltimefb_L/TO__1","alltimefb_Dns__1","alltimefb_MFG__1","alltimefb_Time__1","alltimefb_TOT__1","alltimefb_Off Drs","alltimefb_3-and-out","alltimefb_Def Drs","alltimefb_3 and out","alltimefb_Non-Sat","alltimefb_Opp W","alltimefb_Opp L","alltimefb_Opp T","alltimefb_Opp Bowl","alltimefb_Line","alltimefb_TV Viewers","alltimefb_TV rating","alltimefb_Conf gm","alltimefb_1st 3 gms","alltimefb_1st 4 gms","alltimefb_Pts Ald-4","alltimefb_5 gms-PF","alltimefb_30 pt gms","alltimefb_X__1","alltimefb_Upset"
"225","Oct. 18",1969,"CLEMSON",579,"L",45,139,2,NA,"13","180",0,NA,"13","23","1","180",0,NA,4,82,"0",NA,0,0,0,NA,319,68,"18",8,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,321,4,NA,10,113,"0",NA,"10",21,2,"113",0,NA,3,70,0,NA,5,53,0,NA,434,"21",14,"6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","14-28",14,28,-14,"L",31000,"ACC","A","1-3","2-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-4","2-4","Cal Stoll","Frank Howard",42,NA,NA,6,580,NA,"SC",NA,NA,NA,"1:30",NA,NA,NA,NA,"sunny and warm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,"318",NA,NA,NA,NA,"Tigers",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"226","Oct. 25",1969,"NORTH CAROLINA",580,"L",41,83,0,NA,"12","123",0,NA,"12","28","4","123",0,NA,6,100,"0",NA,1,15,0,NA,205,69,"10",4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,323,1,NA,4,43,"0",NA,"4",9,1,"43",0,NA,2,116,1,NA,6,57,0,NA,366,"23",17,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","3-23",3,23,-20,"L",31500,"ACC","A","1-4","1-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-5","2-5","Cal Stoll","Bill Dooley",26,NA,NA,7,581,NA,"NC",NA,NA,NA,"1:30",NA,NA,NA,NA,"cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pre",580,NA,NA,NA,NA,"L",NA,NA,NA,NA,"319",NA,NA,NA,NA,"Tar Heels",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"227","Nov. 8",1969,"VIRGINIA",581,"W",58,176,2,NA,"6","66",0,NA,"6","8","0","66",0,NA,4,68,"0",NA,2,8,0,NA,242,66,"16",12,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,197,1,NA,4,56,"1",NA,"4",10,2,"56",0,NA,4,68,0,NA,5,37,0,NA,253,"16",11,"4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","23-21",23,21,2,"W",15000,"ACC","A","2-4","3-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-5","3-5","Cal Stoll","George Blackburn",44,NA,1,8,582,NA,"VA",NA,NA,NA,"1:30",NA,NA,NA,"56","overcast, drizzling",NA,NA,NA,NA,NA,NA,NA,NA,NA,"post",581,NA,NA,NA,NA,NA,NA,NA,NA,"232",NA,NA,NA,NA,NA,"Cavaliers",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"228","Nov. 15",1969,"SOUTH CAROLINA",582,"L",76,240,1,NA,"7","103",0,NA,"7","14","4","103",0,NA,4,86,"0",NA,3,9,0,NA,343,90,"26",21,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,169,0,NA,9,103,"3",NA,"9",18,1,"103",3,NA,3,56,0,NA,0,0,0,NA,272,"13",8,"5","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","6-24",6,24,-18,"L",25000,"ACC","H","2-5","5-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-6","3-6","Cal Stoll","Paul Dietzel",30,NA,NA,9,583,NA,"SC",NA,NA,NA,"1:30",NA,NA,NA,"34","fair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,NA,NA,NA,NA,NA,NA,NA,NA,NA,"320",NA,NA,NA,NA,"Gamecocks",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peach",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"229","Nov. 21",1969,"MIAMI (FL)",583,"L",33,-18,0,NA,"22","224",1,NA,"22","33","0","224",1,NA,6,94,"0",NA,1,7,0,NA,206,66,"17",4,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,257,3,NA,21,288,"4",NA,"21",39,2,"288",4,NA,2,55,0,NA,4,21,0,NA,545,"25",11,"9","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","7-49",7,49,-42,"L",24817,"Ind","A",NA,"3-5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-7","3-7","Cal Stoll","Charlie Tate",56,NA,NA,10,584,NA,"FL",NA,NA,NA,"8:15",NA,NA,NA,"70","dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583,NA,NA,NA,NA,NA,NA,NA,"Orange Bowl",NA,"321",NA,NA,NA,NA,"Hurricanes",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Friday",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA
"230","Sept. 12",1970,"NEBRASKA",584,"L",50,84,0,NA,"11","138",1,NA,"11","17","0","138",1,NA,3,62,"0",NA,0,0,0,NA,222,67,"16",9,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,207,4,NA,10,175,"1",NA,"10",15,0,"175",1,NA,2,67,0,NA,3,30,0,NA,382,"17",12,"4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","12-36",12,36,-24,"L",66103,"Big 8","A",NA,"0-0",NA,NA,NA,NA,"9","9",NA,NA,"Nebraska finished year No. 1; Big 8 champs","0-1","3-8","Cal Stoll","Tom Osborne",48,NA,NA,1,585,NA,"NE",NA,NA,NA,"1:30",NA,NA,NA,"54","22 mph winds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"322",NA,NA,NA,NA,"Cornhuskers",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orange",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Sept. 19",1970,"SOUTH CAROLINA",585,"L",27,60,1,NA,"9","98",0,NA,"9","19","4","98",0,NA,8,133,"0",NA,3,10,0,NA,158,46,"8",1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,300,3,NA,14,207,"2",NA,"14",31,1,"207",2,NA,2,38,0,NA,8,45,0,NA,507,"26",14,"12","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","7-43",7,43,-36,"L",42219,"ACC","A","0-1","0-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-2","3-9","Cal Stoll","Paul Dietzel",50,NA,NA,2,586,NA,"SC",NA,NA,NA,"7:30","N",NA,NA,"90","fair, 30% humidity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585,NA,"L",NA,NA,NA,NA,NA,NA,NA,"323",NA,NA,NA,NA,"Gamecocks",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"232","Sept. 26",1970,"FLORIDA STATE",586,"L",44,239,2,NA,"4","55",0,NA,"4","11","1","55",0,NA,4,112,"0",NA,2,12,0,NA,294,55,"13",9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,190,1,NA,15,209,"0",NA,"15",31,1,"209",0,NA,3,71,0,NA,4,30,0,NA,399,"19",9,"10","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","14-19",14,19,-5,"L",27196,"Ind","A",NA,"1-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0-3","3-10","Cal Stoll","Bill Peterson",33,NA,NA,3,587,NA,"FL",NA,NA,NA,"7:30","N",NA,NA,"82","partly cloudy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,"324",NA,NA,NA,NA,"Seminoles",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA
"233","Oct. 3",1970,"VIRGINIA",587,"W",60,271,2,NA,"6","41",1,NA,"6","16","2","41",1,NA,2,20,"0",NA,6,67,0,NA,312,76,"16",12,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,98,1,NA,12,129,"0",NA,"12",29,5,"129",0,NA,6,154,0,NA,5,49,0,NA,227,"14",5,"6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","27-7",27,7,20,"W",21500,"ACC","A","1-1","1-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1-3","4-10","Cal Stoll","George Blackburn",34,NA,1,4,588,NA,"VA",NA,NA,NA,"1:30",NA,NA,NA,"78","clear and sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,NA,NA,NA,NA,NA,NA,NA,NA,"233",NA,NA,NA,NA,NA,"Cavaliers",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,60,105,NA,NA,NA,NA
"234","Oct. 10",1970,"VIRGINIA TECH",588,"W",59,279,2,NA,"6","87",2,NA,"6","9","0","87",2,NA,2,35,"0",NA,2,27,0,NA,366,68,"21",17,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,143,1,NA,21,222,"0",NA,"21",37,1,"222",0,NA,5,116,0,NA,4,15,0,NA,365,"20",9,"8","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","28-9",28,9,19,"W",18500,"Ind","H",NA,"0-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2-3","5-10","Cal Stoll","Jerry Claiborne",37,NA,2,5,589,NA,"VA",NA,NA,NA,"1:30",NA,NA,NA,"78","partly cloudy 60% humidity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588,NA,NA,NA,NA,NA,NA,NA,NA,"234",NA,NA,NA,NA,NA,"Hokies",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA
"235","Oct. 17",1970,"CLEMSON",589,"W",65,444,5,NA,"4","54",0,NA,"4","7","0","54",0,NA,2,36,"0",NA,6,45,0,NA,498,72,"17",14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,45,1,NA,21,242,"1",NA,"21",36,1,"242",1,NA,7,145,0,NA,3,67,1,NA,287,"16",5,"9","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","36-20",36,20,16,"W",18500,"ACC","H","2-1","2-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3-3","6-10","Cal Stoll","Hootie Ingram",56,NA,3,6,590,NA,"SC",NA,NA,NA,"1:30",NA,NA,NA,"57","sunny and cool",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589,NA,NA,"W","X",NA,NA,NA,NA,"235",NA,NA,NA,NA,NA,"Tigers",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"236","Oct. 24",1970,"NORTH CAROLINA",590,"W",63,362,2,NA,"4","57",0,NA,"4","9","1","57",0,NA,2,37,"0",NA,1,2,0,NA,319,72,"17",13,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,215,1,NA,8,145,"1",NA,"8",12,1,"145",1,NA,3,70,0,NA,3,3,0,NA,360,"20",14,"6","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","14-13",14,13,1,"W",30500,"ACC","H","3-1","2-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4-3","7-10","Cal Stoll","Bill Dooley",27,NA,4,7,591,NA,"NC",NA,NA,NA,"1:30",NA,NA,NA,"65","partly cloudy, 90% humidity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,NA,NA,NA,NA,"W",NA,NA,NA,"236",NA,NA,NA,NA,NA,"Tar Heels",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peach",NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
"237","Oct. 31",1970,"TENNESSEE",591,"L",66,202,1,NA,"5","68",0,NA,"5","10","0","68",0,NA,6,117,"0",NA,2,8,0,NA,270,76,"16",12,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,264,3,NA,14,180,"2",NA,"14",26,1,"180",2,NA,2,45,0,NA,4,46,0,NA,444,"24",15,"6","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"L","7-41",7,41,-34,"L",26381,"SEC","A",NA,"6-1",NA,NA,NA,NA,"9","9",NA,NA,"at Memphis, TN","4-4","7-11","Cal Stoll","Bill Battle",48,NA,NA,8,592,NA,"TN",NA,NA,NA,"1:30",NA,NA,NA,"69","warm and dry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,NA,NA,NA,NA,NA,NA,NA,NA,NA,"325",NA,NA,NA,NA,"Volunteers",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sugar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Nov. 7",1970,"DUKE",592,"W",78,352,4,NA,"5","73",0,NA,"5","8","0","73",0,NA,2,34,"0",NA,0,0,0,NA,425,86,"24",20,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,114,2,NA,17,216,"0",NA,"17",28,2,"216",0,NA,4,79,0,NA,2,48,0,NA,330,"23",8,"12","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W","28-14",28,14,14,"W",28600,"ACC","A","4-1","5-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5-4","8-11","Cal Stoll","Tom Harp",42,NA,1,9,593,NA,"NC",NA,NA,NA,"1:30",NA,"afternoon",NA,"69","clear and sunny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,NA,NA,NA,NA,"W",NA,NA,NA,"237",NA,NA,NA,NA,NA,"Blue Devils",NA,NA,"Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,NA,NA,NA,NA,NA
